,hotel name,mark,location
774,Desert Bivouac,5,"BP32 Centre Villages, M'Hamid, Souss-Massa, Morocco"
775,Four Seasons Hotel Casablanca,4.5,"Boulevard De La Corniche, Casablanca, Casablanca-Settat, Morocco"
776,Riad Tazawa,5,"Douar Ibrrahne, El Kelaa M'gouna, Souss-Massa, Morocco"
777,Kam Kam Dunes,5,"Hassilabied, Merzouga, Draa-Tafilalet, Morocco"
778,Riad Lyon Mogador,4.5,"39 Rue Ceuta, Essaouira, Marrakech-Safi, Morocco"
779,Chez les Habitants,5,"4km After Merzouga Centre Into the South Road Taouz N13,Ksar Tiharien Boite 63, Merzouga, Draa-Tafilalet, Morocco"
780,Riad Rocco,4.5,"13 Derb Sidi Kjih Talaa Sghira, Fes, Fes-Meknes, Morocco"
781,Villa Garance,4.5,"10 Rue Eddakhil, Essaouira, Marrakech-Safi, Morocco"
782,Dar Blues,5,"Ait Oudinar, Boumalne Dades, Souss-Massa, Morocco"
783,Residence Louzani,5,"5 Rue Sharrif El Idrissi, Essaouira, Marrakech-Safi, Morocco"
784,Merzouga Dunes Luxury Camps,5,"Ksar Merzouga, Merzouga, Draa-Tafilalet, Morocco"
785,Riad Sidi Ayoub,4.5,"113/114 Derb Al Arsa, Marrakech, Marrakech-Safi, Morocco"
786,Sakkan,5,"43, Rue Sidi Yamani, Marrakech, Marrakech-Safi, Morocco"
787,Riad Samsli,4.5,"24 Derb Jdid, Marrakech, Marrakech-Safi, Morocco"
788,Palais Oumensour,4.5,"Borj Oumensour Tadjount Taroudant, Taroudant, Souss-Massa, Morocco"
789,Riad Irene,4.5,"36, rue Kaa Akhlige, Marrakech, Marrakech-Safi, Morocco"
790,Riad La Caleche,4.5,"20 Derb Boulfdail Kennaria, Marrakech, Marrakech-Safi, Morocco"
791,Hotel Akabar,3.5,"Avenue Echouhada-Quartier De L'hivernage, Marrakech, Marrakech-Safi, Morocco"
792,ibis Marrakech Palmeraie Hotel,3.5,"Avenue Abdelkrim Khettabi, Marrakech, Marrakech-Safi, Morocco"
793,Riad Vendome & Spa Marrakech,4,"217 Derb El Halfaoui, Marrakech, Marrakech-Safi, Morocco"
794,Riad Chakir Mogador,4,"13 Rue Malek Ben Morhal, Essaouira, Marrakech-Safi, Morocco"
795,Palais Riad Calipau Marrakech,4,"14 Derb Ben Zina, Marrakech, Marrakech-Safi, Morocco"
796,Riad Bahia Marrakech,3.5,"66 Avenue Imam Elghazali, Marrakech, Marrakech-Safi, Morocco"
797,Hotel Des Iles,3,"Boulevard Mohammed V, Essaouira, Marrakech-Safi, Morocco"
798,RIad Dar El Paco,4.5,"10 Rue Draa, Essaouira, Marrakech-Safi, Morocco"
799,Riad Jawad & Spa,4.5,"KM3 Route de l'Ourika Direction Douar Zemrane, Marrakech, Marrakech-Safi, Morocco"
800,Riad Miral,5,"Riad Zeitun Jdid Darb Taubib, 24/25, Marrakech, Marrakech-Safi, Morocco"
801,Riad Azenzer,4.5,"109 Derb Sebaat Ourijal, Marrakech, Marrakech-Safi, Morocco"
802,Riad Palais Delia,4.5,"134, Derb Sidi Messaoud, Marrakech, Marrakech-Safi, Morocco"
803,Maison Ka,5,"N.12, Derb Essaadi, Marrakech, Marrakech-Safi, Morocco"
804,Villa Al Assala,4.5,"Route de Fes, Km 4, Palmeraie, Marrakech-Safi, Morocco"
805,La Ferme Berbere,4.5,"Km 9 - Route de l'Ourika, Marrakech, Marrakech-Safi, Morocco"
806,Riad Abracadabra,5,"Derb Jamaa, 125, Marrakech, Marrakech-Safi, Morocco"
807,Riad Hizad,5,"80 Derb el Cadi, Marrakech, Marrakech-Safi, Morocco"
808,Ksar Kasbah & Spa,4.5,"Ksibat Nhass Derb Sbaia 2, Marrakech, Marrakech-Safi, Morocco"
809,Hotel Park Suites & Spa,3.5,"29 Rue Terves, Casablanca, Casablanca-Settat, Morocco"
810,Riad Enchante,5,"17, Derb Habib Allah, Marrakech, Marrakech-Safi, Morocco"
811,Palais Ronsard Relais & Chateaux,4.5,"Propriete Salah 7 Abyad, Marrakech, Marrakech-Safi, Morocco"
812,Riad Azahar,5,"11 Derb El Kheir, Marrakech, Marrakech-Safi, Morocco"
813,Riad Idrissy,5,"13 Derb Idrissy, Fes, Fes-Meknes, Morocco"
814,Kasbah Red Castle Hostel,4.5,"3 Derb Riad Kasbah, Marrakech, Marrakech-Safi, Morocco"
815,Riad Chems Bleu,5,"Rue d'Agadir 14 - impasse Moulay Azzouz, Essaouira, Marrakech-Safi, Morocco"
816,Dar Sidi Bounou,5,"Dar Sidi Bounou, Bounou, M'Hamid, Souss-Massa, Morocco"
817,Riad Casa Lila,4.5,"94 Rue Mohamel El Qorry, Essaouira, Marrakech-Safi, Morocco"
818,Riad Sidi Mimoune & Spa,4,"Db Sidi Mbarek N_ 45, Marrakech, Marrakech-Safi, Morocco"
819,Villa Zagora Ma Villa Au Sahara,4.5,"Piste Du Djebel, Zagora, Souss-Massa, Morocco"
820,Dar Isselday,5,"Douar Tisselday - Ighrem Nougdal, Ouarzazate, Draa-Tafilalet, Morocco"
821,Riad Flam & SPA,4.5,"Rue Riad Zitoun El Jdid, Marrakech, Marrakech-Safi, Morocco"
822,Riad Jardin des Reves,4.5,"70 Derb Sidi Lahcen ou Ali Bab Doukkala, Marrakech, Marrakech-Safi, Morocco"
823,Riad Maizie,4.5,"95 Derb al Cadi, Marrakech, Marrakech-Safi, Morocco"
824,Dar NanKa,4.5,"Domaine Freha Route De L'ourika Km 13, Marrakech, Marrakech-Safi, Morocco"
825,Kasbah Agafay Hotel & Spa,4.5,"Desert Agafay Km 20 Commune, Marrakech, Marrakech-Safi, Morocco"
826,Riad L'Aziza,4.5,"Derb Gnaoua, 9, Marrakech, Marrakech-Safi, Morocco"
827,Riad Les Ammonites,4.5,"Derb el Cadi 51, Marrakech, Marrakech-Safi, Morocco"
828,"Riad M'Boja ""Chez Ali Baba""",5,"4 Derb Jdid, Marrakech, Marrakech-Safi, Morocco"
829,Riad Julia,4.5,"14, derb El Halfaoui, Marrakech, Marrakech-Safi, Morocco"
830,Riad Jahan,4.5,"44 Derb Lalla Chacha, Marrakech, Marrakech-Safi, Morocco"
831,Riad Tawargit,5,"68, Derb Jdid - Douar Graoua, Marrakech, Marrakech-Safi, Morocco"
832,Riad Petit Karmela,4.5,"7 Derb El Ferrane Azbetz, Marrakech, Marrakech-Safi, Morocco"
833,Riad Hidden,4.5,"117, Derb Jamaa, Marrakech, Marrakech-Safi, Morocco"
834,Terres D'Amanar,4.5,"245, Avenue Mohammed V, Tahanaout, Marrakech-Safi, Morocco"
835,Riad Agdim,4.5,"16, Derb Hantata, Lakssour Bab Ftouh, Marrakech, Marrakech-Safi, Morocco"
836,Hotel Sindi Sud,4,"Riad Zitoun Lakdim Derb Sidi Bouloukate 109, Marrakech, Marrakech-Safi, Morocco"
837,Riad Dar Emotion,5,"18 Rue Maleck Ben El Morahal, Essaouira, Marrakech-Safi, Morocco"
838,Riad O Gre du Vent,5,"8 Rue Kuwait, Essaouira, Marrakech-Safi, Morocco"
839,Riad Massin,4,"48 Derb Sidi Mohammed OulHaj, Marrakech, Marrakech-Safi, Morocco"
840,Riad Moucharabieh,4,"27 Derb l'Hotel, Marrakech, Marrakech-Safi, Morocco"
841,Riad La Rose D'Orient & Spa,4,"17-18 Derb Draoua Sidi Soussan, Marrakech, Marrakech-Safi, Morocco"
842,ibis Casa-Voyageurs,4,"Avenue Ba Hmad, Casablanca, Casablanca-Settat, Morocco"
843,Sumahan Suites & Spa,5,"Km 20 Route d'Amizmiz, Marrakech, Marrakech-Safi, Morocco"
844,Riad Basim,5,"Derb Kbala 92 / Kasbah, Marrakech, Marrakech-Safi, Morocco"
845,Ksar Shama,4.5,"Marigha, Ouirgane, Marrakech-Safi, Morocco"
846,Riad Lamzia,4.5,"Quartier Dabachi Derb El Hajra N 11, Marrakech, Marrakech-Safi, Morocco"
847,Le Medina Privilege Riad & Spa,4.5,"Rue la Kasbah N51, Marrakech, Marrakech-Safi, Morocco"
848,Hotel Ocean Vagabond Essaouira,4,"4 Boulevard Lalla Aicha, Essaouira, Marrakech-Safi, Morocco"
849,Riad Bamileke,4.5,"17, Derb Dabachi Derb Jemaa, Marrakech, Marrakech-Safi, Morocco"
850,Riad Christina,4.5,"136 Derb Jdid, Marrakech, Marrakech-Safi, Morocco"
851,Dar Touyir,4.5,"Derb Dekkak 132, Marrakech, Marrakech-Safi, Morocco"
852,Maison Africa,4.5,"287 Derb Sidi Bouamer, Marrakech, Marrakech-Safi, Morocco"
853,Riad Sahara Nour,5,"118 Derb Dekkak Bab Doukkala Medina, Marrakech, Marrakech-Safi, Morocco"
854,Riad Konouz,5,"Bab Doukkala Rue Elgza Derb Zemmouri N114, Marrakech, Marrakech-Safi, Morocco"
855,Backpackers Grapevine Hostel,4.5,"21 Derb Sidi Bouloukate Quartier, Marrakech, Marrakech-Safi, Morocco"
856,Bck Art Riad,4.5,"Derb Hajra Dans la Suika de Bab Doukala, Marrakech, Marrakech-Safi, Morocco"
857,Riad Oriental Glory & Spa,5,"Zaouia Abbassia - 31 Rue Bounouala, Marrakech, Marrakech-Safi, Morocco"
858,Riad Dar Elma,4.5,"81 Derb Sidi Bouamar, Marrakech, Marrakech-Safi, Morocco"
859,Riad Alkaderi,4.5,"28 Derb My Abdelkader - Dabachi, Marrakech, Marrakech-Safi, Morocco"
860,Dar Selwan Wellness & Spa,5,"12, Res Al Bassatine, Marrakech, Marrakech-Safi, Morocco"
861,Riad Berta,4.5,"191 Rue Bab Ksiba, Marrakech, Marrakech-Safi, Morocco"
862,Riad Le Jardin de Lea,4.5,"41 Derb El Mezgour, Marrakech, Marrakech-Safi, Morocco"
863,Riad Ka,5,"N2, Derb Ben Khalti, Sidi Ghanem, Zaouia Abbassia, Marrakech, Marrakech-Safi, Morocco"
864,Riad Dar Tachata,4.5,"Al Qaria Assiyahia Nakhill Sud, Marrakech, Marrakech-Safi, Morocco"
865,Kasbah Timdaf,5,"Bp 151, Demnate, Beni Mellal-Khenifra, Morocco"
866,Riad Mouna,4.5,"N_6 Deb el Bir Riad Zitoune Lakdim Medina, Marrakech, Marrakech-Safi, Morocco"
867,Riad Villa Almeria,4.5,"No 54 Bis Derb Zemrane, Marrakech, Marrakech-Safi, Morocco"
868,Domaine Rosaroum,5,"Sidi Yahia - La Palmeraie, Marrakech, Marrakech-Safi, Morocco"
869,Riad Terra Bahia,4.5,"No9 Derb Jdid, Place des Ferblantiers, Marrakech, Marrakech-Safi, Morocco"
870,Riad Habib,4.5,"14, Derb Aabid Allah, Marrakech, Marrakech-Safi, Morocco"
871,Riad Swaka,4.5,"53 Derb Ragragui, Riad Zitoun Jdid, Marrakech, Marrakech-Safi, Morocco"
872,Riad Djemanna,4.5,"69 derb el Halfahoui, Marrakech, Marrakech-Safi, Morocco"
873,Riad Samarine,4.5,"Derb Defa ou Rbaa, Marrakech, Marrakech-Safi, Morocco"
874,Riad Anais,4.5,"Derb El Hammam , Marrakech, Marrakech-Safi, Morocco"
875,Riad Zarka,4.5,"143 Derb Aarjane, Marrakech, Marrakech-Safi, Morocco"
876,Dar Balthazar,4.5,"32, Derb El Halfaoui, Marrakech, Marrakech-Safi, Morocco"
877,Riad Farah,4.5,"9, Derb Laadam, Marrakech, Marrakech-Safi, Morocco"
878,Riad La Cigale,5,"119 Derb Jamaa, Marrakech, Marrakech-Safi, Morocco"
879,Dar Rbaa Laroub,4.5,"61, Derb Abib Allah, Marrakech, Marrakech-Safi, Morocco"
880,Riad Rihana,5,"R704, Boumalne Dades, Souss-Massa, Morocco"
881,Riad Cherihane,4.5,"42,derb j'did Bab doukkala, Marrakech, Marrakech-Safi, Morocco"
882,Hotel Mirage d'Atlas,4.5,"Dar Essadaka, Douar Saadna, Bab Atlas, La Palmeraie, Marrakech, Marrakech-Safi, Morocco"
883,Palazzo Desdemona,4,"12-14 Rue Youssef El Fassi, Essaouira, Marrakech-Safi, Morocco"
884,La Parenthese de Marrakech,5,"Lieu-dit El Himania Bp 87, Tameslouht, Marrakech-Safi, Morocco"
885,Oasis Lodges,5,"KM 4.5 Route D'Amizmiz, Marrakech, Marrakech-Safi, Morocco"
886,Riad la Croix Berbere,4.5,"8 Derb Fhal Zefriti Laksour, Marrakech, Marrakech-Safi, Morocco"
887,Riad Dalia,4.5,"40 derb Tizegarine, Marrakech, Marrakech-Safi, Morocco"
888,La Villa Bleue,4.5,"97 Bd Moulay Abdellah, Marrakech, Marrakech-Safi, Morocco"
889,Riad Louaya,4.5,"24 Derb El Halfaoui Dar El Bacha, Marrakech, Marrakech-Safi, Morocco"
890,Riad Soundouss,5,"18 Derb Sidi Bouamar, Marrakech, Marrakech-Safi, Morocco"
891,Riad Dar Beija,4.5,"37 Derb Lamchoura, Marrakech, Marrakech-Safi, Morocco"
892,Riad Kalinka Lotus,4.5,"25 Derb El Makina, Arset Bel Baraka, Marrakech, Marrakech-Safi, Morocco"
893,Riad Omri,5,"17,18 Derb Haj El Mamoun, Marrakech, Marrakech-Safi, Morocco"
894,La Ferme Medina,4.5,"236 Riad Laarrouse, Marrakech, Marrakech-Safi, Morocco"
895,Riad L'Arabesque,4.5,"1 Rue El Kennaria, Marrakech, Marrakech-Safi, Morocco"
896,Riad CharCam,5,"n 34 Derb Ouayhah, Marrakech, Marrakech-Safi, Morocco"
897,Riad Nabila,4.5,"3, derb El Farrane _ Sidi Ghalem, Marrakech, Marrakech-Safi, Morocco"
898,Riad El Grably,4.5,"8 Derb El Arsa Riad Zitoun Jdid, Marrakech, Marrakech-Safi, Morocco"
899,La Villa Nomade,4.5,"7 Derb el Marstane Zaouia El Abbasia Bab Taghzout, Marrakech, Marrakech-Safi, Morocco"
900,Ksar Anika Boutique Hotel & Spa,5,"Avenue Imam El Ghazali Mellah, Marrakech, Marrakech-Safi, Morocco"
901,Riad El Grably,4.5,"8 Derb El Arsa Riad Zitoun Jdid, Marrakech, Marrakech-Safi, Morocco"
902,Riad du Petit Prince,4.5,"33, Derb Nakhla, Marrakech, Marrakech-Safi, Morocco"
903,Riad Nabila,4.5,"3, derb El Farrane _ Sidi Ghalem, Marrakech, Marrakech-Safi, Morocco"
904,Bougainvillea  Riad,4.5,"56, Derb Sidi Bouamar, Marrakech, Marrakech-Safi, Morocco"
905,The Source,4.5,"Route de l_ourika, km 10, Marrakech, Marrakech-Safi, Morocco"
906,Riad Ta'achchaqa,4.5,"19 derb Ouayhah, Sidi Abdelaziz, Marrakech, Marrakech-Safi, Morocco"
907,Riad Bahja,4.5,"24, Derb el Jdid , Bab Doukkala, Marrakech, Marrakech-Safi, Morocco"
908,Riad Trois Cours,4.5,"10-11-12 Rue Dar el Bacha, Marrakech, Marrakech-Safi, Morocco"
909,Bliss Riad,4.5,"Rue Mouassine, 182, Marrakech, Marrakech-Safi, Morocco"
910,Riad Dar Al Assad,5,"Derb Hajra n_29, Marrakech, Marrakech-Safi, Morocco"
911,Riad Minorisa,4.5,"25, Derb Assebane Riad Laarousse Marrakech, Marrakech, Marrakech-Safi, Morocco"
912,Villa Vanille,4.5,"N 60 - Douar Bellaaguid Commune Sidi Brahim, Marrakech, Marrakech-Safi, Morocco"
913,Dar Azul Riad,5,"93 Diour Jdad, Derb El Makina, Marrakech, Marrakech-Safi, Morocco"
914,Hotel Riad Beldi,4.5,"127 derb Saba. diour jdad. zaouia abbassia, Marrakech, Marrakech-Safi, Morocco"
915,Riad Ralhaya,4.5,"10 Derb Boutouil Kennaria, Marrakech, Marrakech-Safi, Morocco"
916,Earth Hostel,4.5,"Rahba lkbira Nakhil 36, Marrakech, Marrakech-Safi, Morocco"
917,Riad Elixir,4.5,"Rue Bounouala, Marrakech, Marrakech-Safi, Morocco"
918,B&B Riad Casa Sophia,5,"Riad Zitoun Kadim Derb el Khadar 16, Marrakech, Marrakech-Safi, Morocco"
919,Riad Kechmara,4.5,"31 Derb Jdid Laksour, Marrakech, Marrakech-Safi, Morocco"
920,Riad Eloise,5,"5, Derb Si Moha Quartier Sidi Benslimane, Marrakech, Marrakech-Safi, Morocco"
921,Riad Birdy,5,"14 Derb El Baggar Bouskri, Marrakech, Marrakech-Safi, Morocco"
922,Riad Alena,5,"35, Derb el Jadid el Kabir, Marrakech, Marrakech-Safi, Morocco"
923,Riad Jnane d'O,5,"28 Derb Arset Aouzal Medina, Marrakech, Marrakech-Safi, Morocco"
924,Riad Janate & Spa,4.5,"10 Hart Soura Medina, Marrakech, Marrakech-Safi, Morocco"
925,Riad Safar,4.5,"29, Derb Ouihah Quartier Sidi Abdelaziz, Marrakech, Marrakech-Safi, Morocco"
926,Dar Kawa Riad,5,"Kaat Benahid, Marrakech, Marrakech-Safi, Morocco"
927,Les Jardins de Mouassine,4,"20 Derb Chofra El Kebir, Marrakech, Marrakech-Safi, Morocco"
928,Riad Eva,4,"76 Derb Moulay Abdel Kadar, Marrakech, Marrakech-Safi, Morocco"
929,Riad Elisa,4,"Ksour, Rue Sidi Lyamani 21, Marrakech, Marrakech-Safi, Morocco"
930,Riad Karim,4,"No 26 Derb Sarij Gnaoua, Marrakech, Marrakech-Safi, Morocco"
931,Imlil Lodge,4.5,"Douar Tamatert Atlas Mountains, Imlil, Marrakech-Safi, Morocco"
932,Chez Momo II,4.5,"km 61 M, Centre Ouirgane, Asni, Marrakech-Safi, Morocco"
933,Riad La Lune,4.5,"46 Derb Assabane, Riad Laarouss, Medina, Marrakech, Marrakech-Safi, Morocco"
934,Casa Gyla,4.5,"Route des Jardins de la Palmeraie, Marrakech, Marrakech-Safi, Morocco"
935,Maison Amazigh Dades,4.5,"R704 Imzzoudar 20km far from Boumalne Dades to Dades Gorges, Boumalne Dades, Souss-Massa, Morocco"
936,RIAD RAFAELE & SPA,4.5,"Derb el Ghanjaoui, 2, Marrakech, Marrakech-Safi, Morocco"
937,Hotel Le Grand Imilchil,3,"Avenue Echouhada, Marrakech, Marrakech-Safi, Morocco"
938,Hotel Restaurant la Gazelle du Dades,4.5,"27 km De Boumalne Dades, Boumalne Dades, Souss-Massa, Morocco"
939,Hotel Temple des Arts,4.5,"Numeros 173 et 174, Ouarzazate, Draa-Tafilalet, Morocco"
940,Dar Al Andalous,4.5,"14 Derb Bennani, Fes, Fes-Meknes, Morocco"
941,Riad Tama & Spa,4.5,"Hay Tamassinte, Ouarzazate, Draa-Tafilalet, Morocco"
942,Riad Amazigh Meknes,4.5,"32 Derb Moulay Ahmed Chebli, Meknes, Fes-Meknes, Morocco"
943,Le Petit Prince Merzouga,4.5,"B.p. 48, Merzouga, Draa-Tafilalet, Morocco"
944,Dar al Hossoun,5,"Quartier Hossoun, Sidi Mbark, Taroudant, Souss-Massa, Morocco"
945,Ksar Sultan Dades,5,"Centre Boumalene Dades, Boumalne Dades, Souss-Massa, Morocco"
946,Riad Thais,4.5,"181 Avenue Sidi Mohamed ben Abdallah, Essaouira, Marrakech-Safi, Morocco"
947,Marrakech Villa,3.5,"24A Right Circular Road, Colombo, Western Province, Sri Lanka"
948,Riad Azza,5,"143 Derb Cherkaoui, Marrakech, Marrakech-Safi, Morocco"
949,Riad Tajpa,5,"12 Derb El Baroud, Marrakech, Marrakech-Safi, Morocco"
950,Hotel Lawrence d'Arabie,3.5,"N 1 Angle Abou Baker Seddik, Marrakech, Marrakech-Safi, Morocco"
951,Riad Dar Binebine,5,"Bab doukkala-334 Derb Jdid, Marrakech, Marrakech-Safi, Morocco"
952,Riad Alma Mouassine,4.5,"56 Derb Chorfa Lakbi Mouassine, Marrakech, Marrakech-Safi, Morocco"
953,L’Oliveraie de l’Atlas,4.5,"Km 9, Route de Ouarzazate, Marrakech, Marrakech-Safi, Morocco"
954,Riad Villa Lavande,4.5,"Complexe Naoura Barriere - Rue El Adala, Marrakech, Marrakech-Safi, Morocco"
955,Riad Tahar,4.5,"43 derb Ouayhah, Marrakech, Marrakech-Safi, Morocco"
956,La Vie en Rose,5,"KM 14 Route de l'Ourika, Marrakech, Marrakech-Safi, Morocco"
957,Riad Lakahana,4.5,"No. 39 Riad Zitoun Kdim Derb Jdid, Marrakech, Marrakech-Safi, Morocco"
958,Riad Al Warda,4.5,"3 Derb El Laarsa, Marrakech, Marrakech-Safi, Morocco"
959,Riad Jenai,5,"Zaouite Lahder, Marrakech, Marrakech-Safi, Morocco"
960,Riad Dar Kleta,5,"3 Derb Sidi Ahmed Ben Nacer, Marrakech, Marrakech-Safi, Morocco"
961,Riad Thycas,5,"Derb Bouanane #61, Marrakech, Marrakech-Safi, Morocco"
962,Riad Bijoux,5,"Bab Aylen Derb El Cadi 160, Marrakech, Marrakech-Safi, Morocco"
963,Le Clos Des Oliviers,5,"Douar Lamhemdia dite Ouirgane, 4 Al Ouidane, Marrakech, Marrakech-Safi, Morocco"
964,Riad Sashema,5,"155 Derb Sidi Mbark - Sidi Mimoun, Marrakech, Marrakech-Safi, Morocco"
965,Riad Le Marocain,4.5,"27 Derb Ahl Souss, Marrakech, Marrakech-Safi, Morocco"
966,Riad Teranga,4.5,"56, Touala Sidi Ben Slimane, Marrakech, Marrakech-Safi, Morocco"
967,Riad Zaid,4.5,"Derb El Guerraba, Marrakech, Marrakech-Safi, Morocco"
968,Riad Concorde,5,"Hart Soura Derb Zamrane 40, Marrakech, Marrakech-Safi, Morocco"
969,Dar Kamar,4.5,"45 Kasbah Taourirt, Ouarzazate, Draa-Tafilalet, Morocco"
970,Riad Rifandalus Hotel,4.5,"151 Avenue Hassan 1, Chefchaouen, Tanger-Tetouan-Al Hoceima, Morocco"
971,Caravanserai Luxury Desert Camp,5,"Erg Chebbi, Merzouga, Draa-Tafilalet, Morocco"
972,Auberge Ayouze,5,"Asfalou, Ait Ben Haddou, Souss-Massa, Morocco"
973,Citadelle Gorges,4.5,"Douar Ait Ibrirne km 09 Dades Valley, Boumalne Dades, Souss-Massa, Morocco"
974,Riad Ghita,4.5,"52 Bouajjara, Bab Jdid, Fes, Fes-Meknes, Morocco"
975,Mogador Express Gueliz,3,"Avenue Hassan II, Marrakech, Marrakech-Safi, Morocco"
976,Agdal Hotel,2.5,"1 Boulevard Zerktouni, Marrakech, Marrakech-Safi, Morocco"
977,Hotel Gomassine,4,"71, Av Mohamed Zerktouni ,Gueliz, Marrakech, Marrakech-Safi, Morocco"
978,Hotel Riad Omar,3.5,"22, Rue Bab Agnaou, Marrakech, Marrakech-Safi, Morocco"
979,Dar Titrit,4.5,"7 Derb Assabane Riad Laarouss, Marrakech, Marrakech-Safi, Morocco"
980,Dar el Mudal,5,"120 Derb Sidi Moussa, Marrakech, Marrakech-Safi, Morocco"
981,Riad Losra,5,"103 Diour Jdad Arset Ben Ibrahim Bab Yakout, Marrakech, Marrakech-Safi, Morocco"
982,Riad Dar Ftouma,4.5,"10 Derb Tizougarine, Marrakech, Marrakech-Safi, Morocco"
983,Riad Ajebel,4.5,"Derb Chtouka 91, Marrakech, Marrakech-Safi, Morocco"
984,Gem Riad,4.5,"35 Derb Jdid, Marrakech, Marrakech-Safi, Morocco"
985,Berber Lodge,5,"Douar, Oumnass, Marrakech-Safi, Morocco"
986,Riad les Oliviers & SPA,4,"47-48, rue de la Bahia, Marrakech, Marrakech-Safi, Morocco"
987,Riad Rabahsadia Marrakech,4,"Derd Dekkak, 54, Marrakech, Marrakech-Safi, Morocco"
988,Douarskoll,4.5,"Derb el Hammam, 66, Marrakech, Marrakech-Safi, Morocco"
989,Le Flouka Auberge et Restaurant du Lac,4.5,"Le Flouka, BP 45, Lalla Takerkoust, Marrakech-Safi, Morocco"
